created,modified,gemeinde,faelle,infizierte,quelle
2021-01-05,,Samtgemeinde Gieboldehausen,138,24,4228
2021-01-05,,Gemeinde Gleichen,75,4,4228
2021-01-05,,Stadt Göttingen,1.282,144,4228
2021-01-05,,Stadt Hann. Münden,425,66,4228
2021-01-05,,Samtgemeinde Hattorf am Harz,98,6,4228
2021-01-05,,Stadt Herzberg am Harz,315,10,4228
2021-01-05,,Stadt Osterode am Harz,208,21,4228
2021-01-05,,Samtgemeinde Radolfshausen,31,3,4228
2021-01-05,,Gemeinde Rosdorf,101,7,4228
2021-01-05,,Gemeinde Staufenberg,71,13,4228
2021-01-05,,Gemeinde Walkenried,61,32,4228
2021-01-06,,Flecken Adelebsen,61,15,4236
2021-01-06,,Gemeinde Bad Grund (Harz),83,5,4236
2021-01-06,,Stadt Bad Lauterberg im Harz,146,13,4236
2021-01-06,,Stadt Bad Sachsa,114,3,4236
2021-01-06,,Flecken Bovenden,83,12,4236
2021-01-06,,Samtgemeinde Dransfeld,55,7,4236
2021-01-06,,Stadt Duderstadt,514,149,4236
2021-01-06,,Gemeinde Friedland,79,2,4236
2021-01-06,,Samtgemeinde Gieboldehausen,140,26,4236
2021-01-06,,Gemeinde Gleichen,75,4,4236
2021-01-06,,Stadt Göttingen,1.296,145,4236
2021-01-06,,Stadt Hann. Münden,431,45,4236
2021-01-06,,Samtgemeinde Hattorf am Harz,98,6,4236
2021-01-06,,Stadt Herzberg am Harz,317,12,4236
2021-01-06,,Stadt Osterode am Harz,210,23,4236
2021-01-06,,Samtgemeinde Radolfshausen,31,3,4236
2021-01-06,,Gemeinde Rosdorf,101,7,4236
2021-01-06,,Gemeinde Staufenberg,72,11,4236
2021-01-06,,Gemeinde Walkenried,61,30,4236
2021-01-07,,Flecken Adelebsen,62,13,4240
2021-01-07,,Gemeinde Bad Grund (Harz),84,6,4240
2021-01-07,,Stadt Bad Lauterberg im Harz,148,16,4240
2021-01-07,,Stadt Bad Sachsa,114,3,4240
2021-01-07,,Flecken Bovenden,85,15,4240
2021-01-07,,Samtgemeinde Dransfeld,57,9,4240
2021-01-07,,Stadt Duderstadt,526,158,4240
2021-01-07,,Gemeinde Friedland,85,8,4240
2021-01-07,,Samtgemeinde Gieboldehausen,143,28,4240
2021-01-07,,Gemeinde Gleichen,75,4,4240
2021-01-07,,Stadt Göttingen,1.314,160,4240
2021-01-07,,Stadt Hann. Münden,438,47,4240
2021-01-07,,Samtgemeinde Hattorf am Harz,101,9,4240
2021-01-07,,Stadt Herzberg am Harz,318,13,4240
2021-01-07,,Stadt Osterode am Harz,215,25,4240
2021-01-07,,Samtgemeinde Radolfshausen,33,5,4240
2021-01-07,,Gemeinde Rosdorf,104,9,4240
2021-01-07,,Gemeinde Staufenberg,77,16,4240
2021-01-07,,Gemeinde Walkenried,59,25,4240
2021-01-08,,Flecken Adelebsen,63,14,4245
2021-01-08,,Gemeinde Bad Grund (Harz),85,7,4245
2021-01-08,,Stadt Bad Lauterberg im Harz,149,15,4245
2021-01-08,,Stadt Bad Sachsa,115,4,4245
2021-01-08,,Flecken Bovenden,86,14,4245
2021-01-08,,Samtgemeinde Dransfeld,58,8,4245
2021-01-08,,Stadt Duderstadt,530,150,4245
2021-01-08,,Gemeinde Friedland,86,9,4245
2021-01-08,,Samtgemeinde Gieboldehausen,159,40,4245
2021-01-08,,Gemeinde Gleichen,75,3,4245
2021-01-08,,Stadt Göttingen,1.327,140,4245
2021-01-08,,Stadt Hann. Münden,443,52,4245
2021-01-08,,Samtgemeinde Hattorf am Harz,100,8,4245
2021-01-08,,Stadt Herzberg am Harz,324,16,4245
2021-01-08,,Stadt Osterode am Harz,215,19,4245
2021-01-08,,Samtgemeinde Radolfshausen,33,5,4245
2021-01-08,,Gemeinde Rosdorf,108,13,4245
2021-01-08,,Gemeinde Staufenberg,81,18,4245
2021-01-08,,Gemeinde Walkenried,59,26,4245
2021-01-09,,Flecken Adelebsen,65,14,4247
2021-01-09,,Gemeinde Bad Grund (Harz),85,7,4247
2021-01-09,,Stadt Bad Lauterberg im Harz,150,16,4247
2021-01-09,,Stadt Bad Sachsa,116,5,4247
2021-01-09,,Flecken Bovenden,91,18,4247
2021-01-09,,Samtgemeinde Dransfeld,59,9,4247
2021-01-09,,Stadt Duderstadt,548,146,4247
2021-01-09,,Gemeinde Friedland,87,10,4247
2021-01-09,,Samtgemeinde Gieboldehausen,168,47,4247
2021-01-09,,Gemeinde Gleichen,78,5,4247
2021-01-09,,Stadt Göttingen,1.351,156,4247
2021-01-09,,Stadt Hann. Münden,448,51,4247
2021-01-09,,Samtgemeinde Hattorf am Harz,100,8,4247
2021-01-09,,Stadt Herzberg am Harz,326,18,4247
2021-01-09,,Stadt Osterode am Harz,216,18,4247
2021-01-09,,Samtgemeinde Radolfshausen,36,8,4247
2021-01-09,,Gemeinde Rosdorf,110,15,4247
2021-01-09,,Gemeinde Staufenberg,83,19,4247
2021-01-09,,Gemeinde Walkenried,60,27,4247
2021-01-10,,Flecken Adelebsen,65,14,4248
2021-01-10,,Gemeinde Bad Grund (Harz),85,7,4248
2021-01-10,,Stadt Bad Lauterberg im Harz,150,13,4248
2021-01-10,,Stadt Bad Sachsa,117,6,4248
2021-01-10,,Flecken Bovenden,91,18,4248
2021-01-10,,Samtgemeinde Dransfeld,59,9,4248
2021-01-10,,Stadt Duderstadt,555,149,4248
2021-01-10,,Gemeinde Friedland,88,11,4248
2021-01-10,,Samtgemeinde Gieboldehausen,174,53,4248
2021-01-10,,Gemeinde Gleichen,78,5,4248
2021-01-10,,Stadt Göttingen,1.362,158,4248
2021-01-10,,Stadt Hann. Münden,450,52,4248
2021-01-10,,Samtgemeinde Hattorf am Harz,101,7,4248
2021-01-10,,Stadt Herzberg am Harz,327,19,4248
2021-01-10,,Stadt Osterode am Harz,218,20,4248
2021-01-10,,Samtgemeinde Radolfshausen,36,8,4248
2021-01-10,,Gemeinde Rosdorf,111,16,4248
2021-01-10,,Gemeinde Staufenberg,83,17,4248
2021-01-10,,Gemeinde Walkenried,60,27,4248
2021-01-11,,Flecken Adelebsen,65,13,4250
2021-01-11,,Gemeinde Bad Grund (Harz),85,7,4250
2021-01-11,,Stadt Bad Lauterberg im Harz,150,11,4250
2021-01-11,,Stadt Bad Sachsa,117,6,4250
2021-01-11,,Flecken Bovenden,92,15,4250
2021-01-11,,Samtgemeinde Dransfeld,59,8,4250
2021-01-11,,Stadt Duderstadt,557,147,4250
2021-01-11,,Gemeinde Friedland,89,12,4250
2021-01-11,,Samtgemeinde Gieboldehausen,174,52,4250
2021-01-11,,Gemeinde Gleichen,79,6,4250
2021-01-11,,Stadt Göttingen,1.366,151,4250
2021-01-11,,Stadt Hann. Münden,450,52,4250
2021-01-11,,Samtgemeinde Hattorf am Harz,101,6,4250
2021-01-11,,Stadt Herzberg am Harz,328,18,4250
2021-01-11,,Stadt Osterode am Harz,221,23,4250
2021-01-11,,Samtgemeinde Radolfshausen,36,8,4250
2021-01-11,,Gemeinde Rosdorf,112,16,4250
2021-01-11,,Gemeinde Staufenberg,83,17,4250
2021-01-11,,Gemeinde Walkenried,60,27,4250
2021-01-12,,Flecken Adelebsen,65,8,4255
2021-01-12,,Gemeinde Bad Grund (Harz),85,6,4255
2021-01-12,,Stadt Bad Lauterberg im Harz,151,11,4255
2021-01-12,,Stadt Bad Sachsa,117,6,4255
2021-01-12,,Flecken Bovenden,94,14,4255
2021-01-12,,Samtgemeinde Dransfeld,59,7,4255
2021-01-12,,Stadt Duderstadt,566,143,4255
2021-01-12,,Gemeinde Friedland,89,12,4255
2021-01-12,,Samtgemeinde Gieboldehausen,179,50,4255
2021-01-12,,Gemeinde Gleichen,82,9,4255
2021-01-12,,Stadt Göttingen,1.376,139,4255
2021-01-12,,Stadt Hann. Münden,456,53,4255
2021-01-12,,Samtgemeinde Hattorf am Harz,101,5,4255
2021-01-12,,Stadt Herzberg am Harz,330,17,4255
2021-01-12,,Stadt Osterode am Harz,222,24,4255
2021-01-12,,Samtgemeinde Radolfshausen,40,12,4255
2021-01-12,,Gemeinde Rosdorf,112,13,4255
2021-01-12,,Gemeinde Staufenberg,83,14,4255
2021-01-12,,Gemeinde Walkenried,61,28,4255
2021-01-13,,Flecken Adelebsen,67,9,4260
2021-01-13,,Gemeinde Bad Grund (Harz),85,6,4260
2021-01-13,,Stadt Bad Lauterberg im Harz,152,9,4260
2021-01-13,,Stadt Bad Sachsa,118,6,4260
2021-01-13,,Flecken Bovenden,96,14,4260
2021-01-13,,Samtgemeinde Dransfeld,59,4,4260
2021-01-13,,Stadt Duderstadt,575,149,4260
2021-01-13,,Gemeinde Friedland,89,8,4260
2021-01-13,,Samtgemeinde Gieboldehausen,181,51,4260
2021-01-13,,Gemeinde Gleichen,89,10,4260
2021-01-13,,Stadt Göttingen,1.393,143,4260
2021-01-13,,Stadt Hann. Münden,457,50,4260
2021-01-13,,Samtgemeinde Hattorf am Harz,101,4,4260
2021-01-13,,Stadt Herzberg am Harz,331,18,4260
2021-01-13,,Stadt Osterode am Harz,223,23,4260
2021-01-13,,Samtgemeinde Radolfshausen,46,18,4260
2021-01-13,,Gemeinde Rosdorf,113,14,4260
2021-01-13,,Gemeinde Staufenberg,83,11,4260
2021-01-13,,Gemeinde Walkenried,61,26,4260
2021-01-15,,Flecken Adelebsen,69,10,4271
2021-01-15,,Gemeinde Bad Grund (Harz),87,6,4271
2021-01-15,,Stadt Bad Lauterberg im Harz,158,13,4271
2021-01-15,,Stadt Bad Sachsa,122,10,4271
2021-01-15,,Flecken Bovenden,98,14,4271
2021-01-15,,Samtgemeinde Dransfeld,61,4,4271
2021-01-15,,Stadt Duderstadt,599,148,4271
2021-01-15,,Gemeinde Friedland,90,7,4271
2021-01-15,,Samtgemeinde Gieboldehausen,201,67,4271
2021-01-15,,Gemeinde Gleichen,87,10,4271
2021-01-15,,Stadt Göttingen,1.427,149,4271
2021-01-15,,Stadt Hann. Münden,468,51,4271
2021-01-15,,Samtgemeinde Hattorf am Harz,104,7,4271
2021-01-15,,Stadt Herzberg am Harz,332,16,4271
2021-01-15,,Stadt Osterode am Harz,229,26,4271
2021-01-15,,Samtgemeinde Radolfshausen,50,21,4271
2021-01-15,,Gemeinde Rosdorf,114,12,4271
2021-01-15,,Gemeinde Staufenberg,83,10,4271
2021-01-15,,Gemeinde Walkenried,62,26,4271
2021-01-16,,Flecken Adelebsen,70,11,4274
2021-01-16,,Gemeinde Bad Grund (Harz),87,6,4274
2021-01-16,,Stadt Bad Lauterberg im Harz,162,17,4274
2021-01-16,,Stadt Bad Sachsa,123,10,4274
2021-01-16,,Flecken Bovenden,98,12,4274
2021-01-16,,Samtgemeinde Dransfeld,63,4,4274
2021-01-16,,Stadt Duderstadt,604,146,4274
2021-01-16,,Gemeinde Friedland,90,5,4274
2021-01-16,,Samtgemeinde Gieboldehausen,217,76,4274
2021-01-16,,Gemeinde Gleichen,88,10,4274
2021-01-16,,Stadt Göttingen,1.436,141,4274
2021-01-16,,Stadt Hann. Münden,469,41,4274
2021-01-16,,Samtgemeinde Hattorf am Harz,104,7,4274
2021-01-16,,Stadt Herzberg am Harz,332,15,4274
2021-01-16,,Stadt Osterode am Harz,229,23,4274
2021-01-16,,Samtgemeinde Radolfshausen,51,21,4274
2021-01-16,,Gemeinde Rosdorf,114,9,4274
2021-01-16,,Gemeinde Staufenberg,85,6,4274
2021-01-16,,Gemeinde Walkenried,62,26,4274
2021-01-17,,Flecken Adelebsen,70,11,4275
2021-01-17,,Gemeinde Bad Grund (Harz),87,6,4275
2021-01-17,,Stadt Bad Lauterberg im Harz,164,19,4275
2021-01-17,,Stadt Bad Sachsa,124,9,4275
2021-01-17,,Flecken Bovenden,98,12,4275
2021-01-17,,Samtgemeinde Dransfeld,64,5,4275
2021-01-17,,Stadt Duderstadt,611,146,4275
2021-01-17,,Gemeinde Friedland,90,5,4275
2021-01-17,,Samtgemeinde Gieboldehausen,224,81,4275
2021-01-17,,Gemeinde Gleichen,88,10,4275
2021-01-17,,Stadt Göttingen,1.455,151,4275
2021-01-17,,Stadt Hann. Münden,473,39,4275
2021-01-17,,Samtgemeinde Hattorf am Harz,105,8,4275
2021-01-17,,Stadt Herzberg am Harz,333,13,4275
2021-01-17,,Stadt Osterode am Harz,229,23,4275
2021-01-17,,Samtgemeinde Radolfshausen,53,21,4275
2021-01-17,,Gemeinde Rosdorf,118,12,4275
2021-01-17,,Gemeinde Staufenberg,87,8,4275
2021-01-17,,Gemeinde Walkenried,62,26,4275
2021-01-18,,Flecken Adelebsen,70,11,4276
2021-01-18,,Gemeinde Bad Grund (Harz),87,6,4276
2021-01-18,,Stadt Bad Lauterberg im Harz,165,20,4276
2021-01-18,,Stadt Bad Sachsa,124,9,4276
2021-01-18,,Flecken Bovenden,99,11,4276
2021-01-18,,Samtgemeinde Dransfeld,64,5,4276
2021-01-18,,Stadt Duderstadt,611,139,4276
2021-01-18,,Gemeinde Friedland,90,5,4276
2021-01-18,,Samtgemeinde Gieboldehausen,224,78,4276
2021-01-18,,Gemeinde Gleichen,89,10,4276
2021-01-18,,Stadt Göttingen,1.455,143,4276
2021-01-18,,Stadt Hann. Münden,473,39,4276
2021-01-18,,Samtgemeinde Hattorf am Harz,105,8,4276
2021-01-18,,Stadt Herzberg am Harz,333,11,4276
2021-01-18,,Stadt Osterode am Harz,229,21,4276
2021-01-18,,Samtgemeinde Radolfshausen,53,21,4276
2021-01-18,,Gemeinde Rosdorf,118,11,4276
2021-01-18,,Gemeinde Staufenberg,87,8,4276
2021-01-18,,Gemeinde Walkenried,62,25,4276
2021-01-19,,Flecken Adelebsen,70,10,4282
2021-01-19,,Gemeinde Bad Grund (Harz),87,6,4282
2021-01-19,,Stadt Bad Lauterberg im Harz,166,20,4282
2021-01-19,,Stadt Bad Sachsa,124,8,4282
2021-01-19,,Flecken Bovenden,100,11,4282
2021-01-19,,Samtgemeinde Dransfeld,64,4,4282
2021-01-19,,Stadt Duderstadt,614,118,4282
2021-01-19,,Gemeinde Friedland,91,5,4282
2021-01-19,,Samtgemeinde Gieboldehausen,224,72,4282
2021-01-19,,Gemeinde Gleichen,88,9,4282
2021-01-19,,Stadt Göttingen,1.458,131,4282
2021-01-19,,Stadt Hann. Münden,474,37,4282
2021-01-19,,Samtgemeinde Hattorf am Harz,105,8,4282
2021-01-19,,Stadt Herzberg am Harz,333,10,4282
2021-01-19,,Stadt Osterode am Harz,229,19,4282
2021-01-19,,Samtgemeinde Radolfshausen,53,19,4282
2021-01-19,,Gemeinde Rosdorf,118,10,4282
2021-01-19,,Gemeinde Staufenberg,87,7,4282
2021-01-19,,Gemeinde Walkenried,62,25,4282
2021-01-20,,Flecken Adelebsen,70,9,4291
2021-01-20,,Gemeinde Bad Grund (Harz),87,6,4291
2021-01-20,,Stadt Bad Lauterberg im Harz,167,21,4291
2021-01-20,,Stadt Bad Sachsa,125,9,4291
2021-01-20,,Flecken Bovenden,99,10,4291
2021-01-20,,Samtgemeinde Dransfeld,66,6,4291
2021-01-20,,Stadt Duderstadt,619,112,4291
2021-01-20,,Gemeinde Friedland,92,4,4291
2021-01-20,,Samtgemeinde Gieboldehausen,230,71,4291
2021-01-20,,Gemeinde Gleichen,88,7,4291
2021-01-20,,Stadt Göttingen,1.467,133,4291
2021-01-20,,Stadt Hann. Münden,478,39,4291
2021-01-20,,Samtgemeinde Hattorf am Harz,105,8,4291
2021-01-20,,Stadt Herzberg am Harz,336,13,4291
2021-01-20,,Stadt Osterode am Harz,229,17,4291
2021-01-20,,Samtgemeinde Radolfshausen,57,22,4291
2021-01-20,,Gemeinde Rosdorf,123,15,4291
2021-01-20,,Gemeinde Staufenberg,88,8,4291
2021-01-20,,Gemeinde Walkenried,61,24,4291
2021-01-21,,Flecken Adelebsen,71,10,4293
2021-01-21,,Gemeinde Bad Grund (Harz),87,6,4293
2021-01-21,,Stadt Bad Lauterberg im Harz,171,24,4293
2021-01-21,,Stadt Bad Sachsa,125,7,4293
2021-01-21,,Flecken Bovenden,99,10,4293
2021-01-21,,Samtgemeinde Dransfeld,66,6,4293
2021-01-21,,Stadt Duderstadt,622,109,4293
2021-01-21,,Gemeinde Friedland,92,4,4293
2021-01-21,,Samtgemeinde Gieboldehausen,230,70,4293
2021-01-21,,Gemeinde Gleichen,88,6,4293
2021-01-21,,Stadt Göttingen,1.474,135,4293
2021-01-21,,Stadt Hann. Münden,482,40,4293
2021-01-21,,Samtgemeinde Hattorf am Harz,106,9,4293
2021-01-21,,Stadt Herzberg am Harz,338,15,4293
2021-01-21,,Stadt Osterode am Harz,230,16,4293
2021-01-21,,Samtgemeinde Radolfshausen,61,26,4293
2021-01-21,,Gemeinde Rosdorf,125,16,4293
2021-01-21,,Gemeinde Staufenberg,88,8,4293
2021-01-21,,Gemeinde Walkenried,61,24,4293
2021-01-22,,Flecken Adelebsen,71,9,4298
2021-01-22,,Gemeinde Bad Grund (Harz),87,6,4298
2021-01-22,,Stadt Bad Lauterberg im Harz,174,25,4298
2021-01-22,,Stadt Bad Sachsa,126,8,4298
2021-01-22,,Flecken Bovenden,102,9,4298
2021-01-22,,Samtgemeinde Dransfeld,66,6,4298
2021-01-22,,Stadt Duderstadt,624,98,4298
2021-01-22,,Gemeinde Friedland,92,4,4298
2021-01-22,,Samtgemeinde Gieboldehausen,234,71,4298
2021-01-22,,Gemeinde Gleichen,88,2,4298
2021-01-22,,Stadt Göttingen,1.481,127,4298
2021-01-22,,Stadt Hann. Münden,482,36,4298
2021-01-22,,Samtgemeinde Hattorf am Harz,106,8,4298
2021-01-22,,Stadt Herzberg am Harz,340,17,4298
2021-01-22,,Stadt Osterode am Harz,230,13,4298
2021-01-22,,Samtgemeinde Radolfshausen,63,23,4298
2021-01-22,,Gemeinde Rosdorf,127,17,4298
2021-01-22,,Gemeinde Staufenberg,88,8,4298
2021-01-22,,Gemeinde Walkenried,61,23,4298
2021-01-23,,Flecken Adelebsen,72,6,4299
2021-01-23,,Gemeinde Bad Grund (Harz),87,6,4299
2021-01-23,,Stadt Bad Lauterberg im Harz,174,21,4299
2021-01-23,,Stadt Bad Sachsa,127,6,4299
2021-01-23,,Flecken Bovenden,105,11,4299
2021-01-23,,Samtgemeinde Dransfeld,68,7,4299
2021-01-23,,Stadt Duderstadt,628,89,4299
2021-01-23,,Gemeinde Friedland,93,3,4299
2021-01-23,,Samtgemeinde Gieboldehausen,235,64,4299
2021-01-23,,Gemeinde Gleichen,90,4,4299
2021-01-23,,Stadt Göttingen,1.507,134,4299
2021-01-23,,Stadt Hann. Münden,486,33,4299
2021-01-23,,Samtgemeinde Hattorf am Harz,106,6,4299
2021-01-23,,Stadt Herzberg am Harz,342,17,4299
2021-01-23,,Stadt Osterode am Harz,230,11,4299
2021-01-23,,Samtgemeinde Radolfshausen,63,21,4299
2021-01-23,,Gemeinde Rosdorf,127,13,4299
2021-01-23,,Gemeinde Staufenberg,89,8,4299
2021-01-23,,Gemeinde Walkenried,61,23,4299
2021-01-24,,Flecken Adelebsen,72,6,4300
2021-01-24,,Gemeinde Bad Grund (Harz),87,6,4300
2021-01-24,,Stadt Bad Lauterberg im Harz,175,21,4300
2021-01-24,,Stadt Bad Sachsa,127,6,4300
2021-01-24,,Flecken Bovenden,106,12,4300
2021-01-24,,Samtgemeinde Dransfeld,68,7,4300
2021-01-24,,Stadt Duderstadt,631,82,4300
2021-01-24,,Gemeinde Friedland,93,3,4300
2021-01-24,,Samtgemeinde Gieboldehausen,236,64,4300
2021-01-24,,Gemeinde Gleichen,90,4,4300
2021-01-24,,Stadt Göttingen,1.517,144,4300
2021-01-24,,Stadt Hann. Münden,487,34,4300
2021-01-24,,Samtgemeinde Hattorf am Harz,106,6,4300
2021-01-24,,Stadt Herzberg am Harz,342,17,4300
2021-01-24,,Stadt Osterode am Harz,230,10,4300
2021-01-24,,Samtgemeinde Radolfshausen,64,22,4300
2021-01-24,,Gemeinde Rosdorf,127,13,4300
2021-01-24,,Gemeinde Staufenberg,90,9,4300
2021-01-24,,Gemeinde Walkenried,61,23,4300
2021-01-25,,Flecken Adelebsen,72,6,4303
2021-01-25,,Gemeinde Bad Grund (Harz),87,6,4303
2021-01-25,,Stadt Bad Lauterberg im Harz,175,19,4303
2021-01-25,,Stadt Bad Sachsa,127,6,4303
2021-01-25,,Flecken Bovenden,106,12,4303
2021-01-25,,Samtgemeinde Dransfeld,68,6,4303
2021-01-25,,Stadt Duderstadt,631,76,4303
2021-01-25,,Gemeinde Friedland,93,3,4303
2021-01-25,,Samtgemeinde Gieboldehausen,236,60,4303
2021-01-25,,Gemeinde Gleichen,90,4,4303
2021-01-25,,Stadt Göttingen,1.518,137,4303
2021-01-25,,Stadt Hann. Münden,487,31,4303
2021-01-25,,Samtgemeinde Hattorf am Harz,106,5,4303
2021-01-25,,Stadt Herzberg am Harz,342,17,4303
2021-01-25,,Stadt Osterode am Harz,231,11,4303
2021-01-25,,Samtgemeinde Radolfshausen,64,22,4303
2021-01-25,,Gemeinde Rosdorf,127,10,4303
2021-01-25,,Gemeinde Staufenberg,90,9,4303
2021-01-25,,Gemeinde Walkenried,61,23,4303
2021-01-26,,Flecken Adelebsen,72,6,4308
2021-01-26,,Gemeinde Bad Grund (Harz),87,6,4308
2021-01-26,,Stadt Bad Lauterberg im Harz,175,18,4308
2021-01-26,,Stadt Bad Sachsa,127,5,4308
2021-01-26,,Flecken Bovenden,107,11,4308
2021-01-26,,Samtgemeinde Dransfeld,68,6,4308
2021-01-26,,Stadt Duderstadt,632,74,4308
2021-01-26,,Gemeinde Friedland,93,3,4308
2021-01-26,,Samtgemeinde Gieboldehausen,236,56,4308
2021-01-26,,Gemeinde Gleichen,90,4,4308
2021-01-26,,Stadt Göttingen,1.522,127,4308
2021-01-26,,Stadt Hann. Münden,488,29,4308
2021-01-26,,Samtgemeinde Hattorf am Harz,106,4,4308
2021-01-26,,Stadt Herzberg am Harz,342,15,4308
2021-01-26,,Stadt Osterode am Harz,231,11,4308
2021-01-26,,Samtgemeinde Radolfshausen,65,22,4308
2021-01-26,,Gemeinde Rosdorf,127,10,4308
2021-01-26,,Gemeinde Staufenberg,90,9,4308
2021-01-26,,Gemeinde Walkenried,61,23,4308
2021-01-27,,Flecken Adelebsen,73,7,4312
2021-01-27,,Gemeinde Bad Grund (Harz),87,4,4312
2021-01-27,,Stadt Bad Lauterberg im Harz,176,16,4312
2021-01-27,,Stadt Bad Sachsa,127,5,4312
2021-01-27,,Flecken Bovenden,111,14,4312
2021-01-27,,Samtgemeinde Dransfeld,68,5,4312
2021-01-27,,Stadt Duderstadt,633,72,4312
2021-01-27,,Gemeinde Friedland,93,3,4312
2021-01-27,,Samtgemeinde Gieboldehausen,236,48,4312
2021-01-27,,Gemeinde Gleichen,91,5,4312
2021-01-27,,Stadt Göttingen,1.540,137,4312
2021-01-27,,Stadt Hann. Münden,490,28,4312
2021-01-27,,Samtgemeinde Hattorf am Harz,108,6,4312
2021-01-27,,Stadt Herzberg am Harz,343,14,4312
2021-01-27,,Stadt Osterode am Harz,232,11,4312
2021-01-27,,Samtgemeinde Radolfshausen,65,22,4312
2021-01-27,,Gemeinde Rosdorf,128,11,4312
2021-01-27,,Gemeinde Staufenberg,90,9,4312
2021-01-27,,Gemeinde Walkenried,62,23,4312
2021-01-28,,Flecken Adelebsen,73,7,4315
2021-01-28,,Gemeinde Bad Grund (Harz),87,4,4315
2021-01-28,,Stadt Bad Lauterberg im Harz,176,15,4315
2021-01-28,,Stadt Bad Sachsa,129,6,4315
2021-01-28,,Flecken Bovenden,112,14,4315
2021-01-28,,Samtgemeinde Dransfeld,70,6,4315
2021-01-28,,Stadt Duderstadt,636,64,4315
2021-01-28,,Gemeinde Friedland,93,2,4315
2021-01-28,,Samtgemeinde Gieboldehausen,241,50,4315
2021-01-28,,Gemeinde Gleichen,92,6,4315
2021-01-28,,Stadt Göttingen,1.575,161,4315
2021-01-28,,Stadt Hann. Münden,492,30,4315
2021-01-28,,Samtgemeinde Hattorf am Harz,108,6,4315
2021-01-28,,Stadt Herzberg am Harz,343,10,4315
2021-01-28,,Stadt Osterode am Harz,232,11,4315
2021-01-28,,Samtgemeinde Radolfshausen,65,19,4315
2021-01-28,,Gemeinde Rosdorf,129,12,4315
2021-01-28,,Gemeinde Staufenberg,91,9,4315
2021-01-28,,Gemeinde Walkenried,64,25,4315
2021-01-29,,Flecken Adelebsen,73,6,4318
2021-01-29,,Gemeinde Bad Grund (Harz),87,4,4318
2021-01-29,,Stadt Bad Lauterberg im Harz,177,14,4318
2021-01-29,,Stadt Bad Sachsa,129,6,4318
2021-01-29,,Flecken Bovenden,114,14,4318
2021-01-29,,Samtgemeinde Dransfeld,72,7,4318
2021-01-29,,Stadt Duderstadt,638,61,4318
2021-01-29,,Gemeinde Friedland,94,3,4318
2021-01-29,,Samtgemeinde Gieboldehausen,243,46,4318
2021-01-29,,Gemeinde Gleichen,92,6,4318
2021-01-29,,Stadt Göttingen,1.578,156,4318
2021-01-29,,Stadt Hann. Münden,493,31,4318
2021-01-29,,Samtgemeinde Hattorf am Harz,109,7,4318
2021-01-29,,Stadt Herzberg am Harz,344,11,4318
2021-01-29,,Stadt Osterode am Harz,232,11,4318
2021-01-29,,Samtgemeinde Radolfshausen,65,14,4318
2021-01-29,,Gemeinde Rosdorf,130,9,4318
2021-01-29,,Gemeinde Staufenberg,91,9,4318
2021-01-29,,Gemeinde Walkenried,64,25,4318
