created,modified,gemeinde,faelle,infizierte,quelle
2020-10-29,,Stadt Osterode am Harz,114,3,3964
2020-10-29,,Samtgemeinde Radolfshausen,6,0,3964
2020-10-29,,Gemeinde Rosdorf,52,3,3964
2020-10-29,,Gemeinde Staufenberg,10,4,3964
2020-10-29,,Gemeinde Walkenried,4,0,3964
2020-10-31,,Flecken Adelebsen,14,4,3975
2020-10-31,,Gemeinde Bad Grund (Harz),50,2,3975
2020-10-31,,Stadt Bad Lauterberg im Harz,109,8,3975
2020-10-31,,Stadt Bad Sachsa,83,1,3975
2020-10-31,,Flecken Bovenden,32,2,3975
2020-10-31,,Samtgemeinde Dransfeld,23,9,3975
2020-10-31,,Stadt Duderstadt,136,45,3975
2020-10-31,,Gemeinde Friedland,69,2,3975
2020-10-31,,Samtgemeinde Gieboldehausen,75,23,3975
2020-10-31,,Gemeinde Gleichen,35,4,3975
2020-10-31,,Stadt Göttingen,705,75,3975
2020-10-31,,Stadt Hann. Münden,61,13,3975
2020-10-31,,Samtgemeinde Hattorf am Harz,65,9,3975
2020-10-31,,Stadt Herzberg am Harz,235,9,3975
2020-10-31,,Stadt Osterode am Harz,117,5,3975
2020-10-31,,Samtgemeinde Radolfshausen,8,2,3975
2020-10-31,,Gemeinde Rosdorf,53,4,3975
2020-10-31,,Gemeinde Staufenberg,10,3,3975
2020-10-31,,Gemeinde Walkenried,4,0,3975
2020-11-01,,Flecken Adelebsen,14,4,3977
2020-11-01,,Gemeinde Bad Grund (Harz),51,3,3977
2020-11-01,,Stadt Bad Lauterberg im Harz,110,9,3977
2020-11-01,,Stadt Bad Sachsa,83,1,3977
2020-11-01,,Flecken Bovenden,32,2,3977
2020-11-01,,Samtgemeinde Dransfeld,23,9,3977
2020-11-01,,Stadt Duderstadt,137,45,3977
2020-11-01,,Gemeinde Friedland,69,2,3977
2020-11-01,,Samtgemeinde Gieboldehausen,76,24,3977
2020-11-01,,Gemeinde Gleichen,35,4,3977
2020-11-01,,Stadt Göttingen,719,86,3977
2020-11-01,,Stadt Hann. Münden,62,14,3977
2020-11-01,,Samtgemeinde Hattorf am Harz,65,9,3977
2020-11-01,,Stadt Herzberg am Harz,245,19,3977
2020-11-01,,Stadt Osterode am Harz,123,11,3977
2020-11-01,,Samtgemeinde Radolfshausen,9,3,3977
2020-11-01,,Gemeinde Rosdorf,54,3,3977
2020-11-01,,Gemeinde Staufenberg,10,3,3977
2020-11-01,,Gemeinde Walkenried,5,1,3977
2020-11-02,,Flecken Adelebsen,14,4,3978
2020-11-02,,Gemeinde Bad Grund (Harz),51,3,3978
2020-11-02,,Stadt Bad Lauterberg im Harz,110,9,3978
2020-11-02,,Stadt Bad Sachsa,83,1,3978
2020-11-02,,Flecken Bovenden,32,2,3978
2020-11-02,,Samtgemeinde Dransfeld,25,11,3978
2020-11-02,,Stadt Duderstadt,137,43,3978
2020-11-02,,Gemeinde Friedland,69,2,3978
2020-11-02,,Samtgemeinde Gieboldehausen,77,23,3978
2020-11-02,,Gemeinde Gleichen,36,5,3978
2020-11-02,,Stadt Göttingen,722,87,3978
2020-11-02,,Stadt Hann. Münden,62,13,3978
2020-11-02,,Samtgemeinde Hattorf am Harz,66,10,3978
2020-11-02,,Stadt Herzberg am Harz,246,20,3978
2020-11-02,,Stadt Osterode am Harz,127,15,3978
2020-11-02,,Samtgemeinde Radolfshausen,9,3,3978
2020-11-02,,Gemeinde Rosdorf,55,4,3978
2020-11-02,,Gemeinde Staufenberg,10,3,3978
2020-11-02,,Gemeinde Walkenried,5,1,3978
2020-11-05,,Flecken Adelebsen,14,3,3990
2020-11-05,,Gemeinde Bad Grund (Harz),52,3,3990
2020-11-05,,Stadt Bad Lauterberg im Harz,110,6,3990
2020-11-05,,Stadt Bad Sachsa,84,1,3990
2020-11-05,,Flecken Bovenden,33,3,3990
2020-11-05,,Samtgemeinde Dransfeld,26,8,3990
2020-11-05,,Stadt Duderstadt,146,27,3990
2020-11-05,,Gemeinde Friedland,69,1,3990
2020-11-05,,Samtgemeinde Gieboldehausen,78,11,3990
2020-11-05,,Gemeinde Gleichen,37,2,3990
2020-11-05,,Stadt Göttingen,765,106,3990
2020-11-05,,Stadt Hann. Münden,66,11,3990
2020-11-05,,Samtgemeinde Hattorf am Harz,68,8,3990
2020-11-05,,Stadt Herzberg am Harz,249,23,3990
2020-11-05,,Stadt Osterode am Harz,134,21,3990
2020-11-05,,Samtgemeinde Radolfshausen,9,3,3990
2020-11-05,,Gemeinde Rosdorf,59,7,3990
2020-11-05,,Gemeinde Staufenberg,12,2,3990
2020-11-05,,Gemeinde Walkenried,5,1,3990
2020-11-07,,Flecken Adelebsen,14,2,4007
2020-11-07,,Gemeinde Bad Grund (Harz),56,7,4007
2020-11-07,,Stadt Bad Lauterberg im Harz,111,3,4007
2020-11-07,,Stadt Bad Sachsa,85,2,4007
2020-11-07,,Flecken Bovenden,35,4,4007
2020-11-07,,Samtgemeinde Dransfeld,27,6,4007
2020-11-07,,Stadt Duderstadt,154,23,4007
2020-11-07,,Gemeinde Friedland,69,1,4007
2020-11-07,,Samtgemeinde Gieboldehausen,82,10,4007
2020-11-07,,Gemeinde Gleichen,40,4,4007
2020-11-07,,Stadt Göttingen,783,95,4007
2020-11-07,,Stadt Hann. Münden,72,12,4007
2020-11-07,,Samtgemeinde Hattorf am Harz,75,14,4007
2020-11-07,,Stadt Herzberg am Harz,257,30,4007
2020-11-07,,Stadt Osterode am Harz,136,20,4007
2020-11-07,,Samtgemeinde Radolfshausen,10,3,4007
2020-11-07,,Gemeinde Rosdorf,62,8,4007
2020-11-07,,Gemeinde Staufenberg,13,3,4007
2020-11-07,,Gemeinde Walkenried,5,1,4007
2020-11-08,,Flecken Adelebsen,15,3,4008
2020-11-08,,Gemeinde Bad Grund (Harz),56,7,4008
2020-11-08,,Stadt Bad Lauterberg im Harz,111,3,4008
2020-11-08,,Stadt Bad Sachsa,86,3,4008
2020-11-08,,Flecken Bovenden,36,5,4008
2020-11-08,,Samtgemeinde Dransfeld,27,6,4008
2020-11-08,,Stadt Duderstadt,155,22,4008
2020-11-08,,Gemeinde Friedland,69,1,4008
2020-11-08,,Samtgemeinde Gieboldehausen,82,10,4008
2020-11-08,,Gemeinde Gleichen,40,4,4008
2020-11-08,,Stadt Göttingen,787,97,4008
2020-11-08,,Stadt Hann. Münden,73,13,4008
2020-11-08,,Samtgemeinde Hattorf am Harz,76,15,4008
2020-11-08,,Stadt Herzberg am Harz,257,30,4008
2020-11-08,,Stadt Osterode am Harz,139,21,4008
2020-11-08,,Samtgemeinde Radolfshausen,11,4,4008
2020-11-08,,Gemeinde Rosdorf,63,9,4008
2020-11-08,,Gemeinde Staufenberg,14,4,4008
2020-11-08,,Gemeinde Walkenried,5,1,4008
2020-11-11,,Flecken Adelebsen,18,5,4021
2020-11-11,,Gemeinde Bad Grund (Harz),57,6,4021
2020-11-11,,Stadt Bad Lauterberg im Harz,111,1,4021
2020-11-11,,Stadt Bad Sachsa,87,4,4021
2020-11-11,,Flecken Bovenden,40,7,4021
2020-11-11,,Samtgemeinde Dransfeld,27,3,4021
2020-11-11,,Stadt Duderstadt,156,18,4021
2020-11-11,,Gemeinde Friedland,69,0,4021
2020-11-11,,Samtgemeinde Gieboldehausen,83,8,4021
2020-11-11,,Gemeinde Gleichen,44,6,4021
2020-11-11,,Stadt Göttingen,804,68,4021
2020-11-11,,Stadt Hann. Münden,81,15,4021
2020-11-11,,Samtgemeinde Hattorf am Harz,79,13,4021
2020-11-11,,Stadt Herzberg am Harz,266,30,4021
2020-11-11,,Stadt Osterode am Harz,147,20,4021
2020-11-11,,Samtgemeinde Radolfshausen,11,2,4021
2020-11-11,,Gemeinde Rosdorf,64,7,4021
2020-11-11,,Gemeinde Staufenberg,16,5,4021
2020-11-11,,Gemeinde Walkenried,5,0,4021
2020-11-14,,Flecken Adelebsen,17,4,4039
2020-11-14,,Gemeinde Bad Grund (Harz),62,7,4039
2020-11-14,,Stadt Bad Lauterberg im Harz,111,1,4039
2020-11-14,,Stadt Bad Sachsa,89,4,4039
2020-11-14,,Flecken Bovenden,43,9,4039
2020-11-14,,Samtgemeinde Dransfeld,27,2,4039
2020-11-14,,Stadt Duderstadt,170,24,4039
2020-11-14,,Gemeinde Friedland,69,0,4039
2020-11-14,,Samtgemeinde Gieboldehausen,83,7,4039
2020-11-14,,Gemeinde Gleichen,45,6,4039
2020-11-14,,Stadt Göttingen,813,47,4039
2020-11-14,,Stadt Hann. Münden,107,37,4039
2020-11-14,,Samtgemeinde Hattorf am Harz,85,13,4039
2020-11-14,,Stadt Herzberg am Harz,275,34,4039
2020-11-14,,Stadt Osterode am Harz,153,23,4039
2020-11-14,,Samtgemeinde Radolfshausen,11,1,4039
2020-11-14,,Gemeinde Rosdorf,64,4,4039
2020-11-14,,Gemeinde Staufenberg,17,4,4039
2020-11-14,,Gemeinde Walkenried,5,0,4039
2020-11-15,,Flecken Adelebsen,17,4,4040
2020-11-15,,Gemeinde Bad Grund (Harz),70,15,4040
2020-11-15,,Stadt Bad Lauterberg im Harz,112,2,4040
2020-11-15,,Stadt Bad Sachsa,89,1,4040
2020-11-15,,Flecken Bovenden,43,9,4040
2020-11-15,,Samtgemeinde Dransfeld,27,2,4040
2020-11-15,,Stadt Duderstadt,170,24,4040
2020-11-15,,Gemeinde Friedland,69,0,4040
2020-11-15,,Samtgemeinde Gieboldehausen,83,7,4040
2020-11-15,,Gemeinde Gleichen,45,6,4040
2020-11-15,,Stadt Göttingen,815,48,4040
2020-11-15,,Stadt Hann. Münden,109,39,4040
2020-11-15,,Samtgemeinde Hattorf am Harz,86,14,4040
2020-11-15,,Stadt Herzberg am Harz,278,36,4040
2020-11-15,,Stadt Osterode am Harz,154,23,4040
2020-11-15,,Samtgemeinde Radolfshausen,12,2,4040
2020-11-15,,Gemeinde Rosdorf,66,6,4040
2020-11-15,,Gemeinde Staufenberg,19,6,4040
2020-11-15,,Gemeinde Walkenried,5,0,4040
2020-11-16,,Flecken Adelebsen,17,4,4042
2020-11-16,,Gemeinde Bad Grund (Harz),70,14,4042
2020-11-16,,Stadt Bad Lauterberg im Harz,113,3,4042
2020-11-16,,Stadt Bad Sachsa,89,1,4042
2020-11-16,,Flecken Bovenden,43,9,4042
2020-11-16,,Samtgemeinde Dransfeld,27,1,4042
2020-11-16,,Stadt Duderstadt,171,19,4042
2020-11-16,,Gemeinde Friedland,69,0,4042
2020-11-16,,Samtgemeinde Gieboldehausen,83,4,4042
2020-11-16,,Gemeinde Gleichen,45,5,4042
2020-11-16,,Stadt Göttingen,816,42,4042
2020-11-16,,Stadt Hann. Münden,111,41,4042
2020-11-16,,Samtgemeinde Hattorf am Harz,86,12,4042
2020-11-16,,Stadt Herzberg am Harz,279,32,4042
2020-11-16,,Stadt Osterode am Harz,154,22,4042
2020-11-16,,Samtgemeinde Radolfshausen,12,1,4042
2020-11-16,,Gemeinde Rosdorf,66,5,4042
2020-11-16,,Gemeinde Staufenberg,20,7,4042
2020-11-16,,Gemeinde Walkenried,5,0,4042
2020-11-17,,Flecken Adelebsen,17,4,4047
2020-11-17,,Gemeinde Bad Grund (Harz),69,13,4047
2020-11-17,,Stadt Bad Lauterberg im Harz,114,4,4047
2020-11-17,,Stadt Bad Sachsa,90,2,4047
2020-11-17,,Flecken Bovenden,43,8,4047
2020-11-17,,Samtgemeinde Dransfeld,27,1,4047
2020-11-17,,Stadt Duderstadt,171,18,4047
2020-11-17,,Gemeinde Friedland,69,0,4047
2020-11-17,,Samtgemeinde Gieboldehausen,84,5,4047
2020-11-17,,Gemeinde Gleichen,45,5,4047
2020-11-17,,Stadt Göttingen,816,38,4047
2020-11-17,,Stadt Hann. Münden,113,42,4047
2020-11-17,,Samtgemeinde Hattorf am Harz,86,11,4047
2020-11-17,,Stadt Herzberg am Harz,279,29,4047
2020-11-17,,Stadt Osterode am Harz,156,23,4047
2020-11-17,,Samtgemeinde Radolfshausen,12,1,4047
2020-11-17,,Gemeinde Rosdorf,66,5,4047
2020-11-17,,Gemeinde Staufenberg,20,6,4047
2020-11-17,,Gemeinde Walkenried,5,0,4047
2020-11-18,,Flecken Adelebsen,18,5,4049
2020-11-18,,Gemeinde Bad Grund (Harz),71,13,4049
2020-11-18,,Stadt Bad Lauterberg im Harz,114,4,4049
2020-11-18,,Stadt Bad Sachsa,91,3,4049
2020-11-18,,Flecken Bovenden,45,10,4049
2020-11-18,,Samtgemeinde Dransfeld,27,1,4049
2020-11-18,,Stadt Duderstadt,175,21,4049
2020-11-18,,Gemeinde Friedland,69,0,4049
2020-11-18,,Samtgemeinde Gieboldehausen,83,2,4049
2020-11-18,,Gemeinde Gleichen,46,5,4049
2020-11-18,,Stadt Göttingen,819,32,4049
2020-11-18,,Stadt Hann. Münden,119,46,4049
2020-11-18,,Samtgemeinde Hattorf am Harz,87,11,4049
2020-11-18,,Stadt Herzberg am Harz,281,30,4049
2020-11-18,,Stadt Osterode am Harz,158,23,4049
2020-11-18,,Samtgemeinde Radolfshausen,16,5,4049
2020-11-18,,Gemeinde Rosdorf,67,5,4049
2020-11-18,,Gemeinde Staufenberg,23,9,4049
2020-11-18,,Gemeinde Walkenried,5,0,4049
2020-11-19,,Flecken Adelebsen,18,3,4056
2020-11-19,,Gemeinde Bad Grund (Harz),72,13,4056
2020-11-19,,Stadt Bad Lauterberg im Harz,114,3,4056
2020-11-19,,Stadt Bad Sachsa,98,10,4056
2020-11-19,,Flecken Bovenden,45,9,4056
2020-11-19,,Samtgemeinde Dransfeld,27,1,4056
2020-11-19,,Stadt Duderstadt,176,22,4056
2020-11-19,,Gemeinde Friedland,69,0,4056
2020-11-19,,Samtgemeinde Gieboldehausen,84,3,4056
2020-11-19,,Gemeinde Gleichen,46,5,4056
2020-11-19,,Stadt Göttingen,838,50,4056
2020-11-19,,Stadt Hann. Münden,126,52,4056
2020-11-19,,Samtgemeinde Hattorf am Harz,90,12,4056
2020-11-19,,Stadt Herzberg am Harz,288,33,4056
2020-11-19,,Stadt Osterode am Harz,158,19,4056
2020-11-19,,Samtgemeinde Radolfshausen,16,5,4056
2020-11-19,,Gemeinde Rosdorf,68,6,4056
2020-11-19,,Gemeinde Staufenberg,27,13,4056
2020-11-19,,Gemeinde Walkenried,6,1,4056
2020-11-20,,Flecken Adelebsen,18,2,4063
2020-11-20,,Gemeinde Bad Grund (Harz),75,14,4063
2020-11-20,,Stadt Bad Lauterberg im Harz,114,3,4063
2020-11-20,,Stadt Bad Sachsa,98,8,4063
2020-11-20,,Flecken Bovenden,46,7,4063
2020-11-20,,Samtgemeinde Dransfeld,27,1,4063
2020-11-20,,Stadt Duderstadt,176,17,4063
2020-11-20,,Gemeinde Friedland,69,0,4063
2020-11-20,,Samtgemeinde Gieboldehausen,85,4,4063
2020-11-20,,Gemeinde Gleichen,46,1,4063
2020-11-20,,Stadt Göttingen,844,53,4063
2020-11-20,,Stadt Hann. Münden,136,60,4063
2020-11-20,,Samtgemeinde Hattorf am Harz,90,10,4063
2020-11-20,,Stadt Herzberg am Harz,289,30,4063
2020-11-20,,Stadt Osterode am Harz,160,17,4063
2020-11-20,,Samtgemeinde Radolfshausen,20,9,4063
2020-11-20,,Gemeinde Rosdorf,72,10,4063
2020-11-20,,Gemeinde Staufenberg,29,15,4063
2020-11-20,,Gemeinde Walkenried,6,1,4063
2020-11-21,,Flecken Adelebsen,18,2,4066
2020-11-21,,Gemeinde Bad Grund (Harz),75,12,4066
2020-11-21,,Stadt Bad Lauterberg im Harz,115,4,4066
2020-11-21,,Stadt Bad Sachsa,99,9,4066
2020-11-21,,Flecken Bovenden,46,4,4066
2020-11-21,,Samtgemeinde Dransfeld,27,1,4066
2020-11-21,,Stadt Duderstadt,180,21,4066
2020-11-21,,Gemeinde Friedland,70,1,4066
2020-11-21,,Samtgemeinde Gieboldehausen,86,5,4066
2020-11-21,,Gemeinde Gleichen,46,1,4066
2020-11-21,,Stadt Göttingen,852,54,4066
2020-11-21,,Stadt Hann. Münden,168,88,4066
2020-11-21,,Samtgemeinde Hattorf am Harz,91,8,4066
2020-11-21,,Stadt Herzberg am Harz,291,24,4066
2020-11-21,,Stadt Osterode am Harz,160,13,4066
2020-11-21,,Samtgemeinde Radolfshausen,20,9,4066
2020-11-21,,Gemeinde Rosdorf,72,10,4066
2020-11-21,,Gemeinde Staufenberg,29,15,4066
2020-11-21,,Gemeinde Walkenried,6,1,4066
2020-11-22,,Flecken Adelebsen,18,2,4067
2020-11-22,,Gemeinde Bad Grund (Harz),75,12,4067
2020-11-22,,Stadt Bad Lauterberg im Harz,117,6,4067
2020-11-22,,Stadt Bad Sachsa,99,9,4067
2020-11-22,,Flecken Bovenden,46,4,4067
2020-11-22,,Samtgemeinde Dransfeld,27,1,4067
2020-11-22,,Stadt Duderstadt,182,23,4067
2020-11-22,,Gemeinde Friedland,72,3,4067
2020-11-22,,Samtgemeinde Gieboldehausen,87,6,4067
2020-11-22,,Gemeinde Gleichen,48,3,4067
2020-11-22,,Stadt Göttingen,860,62,4067
2020-11-22,,Stadt Hann. Münden,174,92,4067
2020-11-22,,Samtgemeinde Hattorf am Harz,92,9,4067
2020-11-22,,Stadt Herzberg am Harz,292,25,4067
2020-11-22,,Stadt Osterode am Harz,160,13,4067
2020-11-22,,Samtgemeinde Radolfshausen,20,9,4067
2020-11-22,,Gemeinde Rosdorf,73,11,4067
2020-11-22,,Gemeinde Staufenberg,29,15,4067
2020-11-22,,Gemeinde Walkenried,6,1,4067
2020-11-23,,Flecken Adelebsen,18,2,4071
2020-11-23,,Gemeinde Bad Grund (Harz),75,8,4071
2020-11-23,,Stadt Bad Lauterberg im Harz,117,6,4071
2020-11-23,,Stadt Bad Sachsa,99,8,4071
2020-11-23,,Flecken Bovenden,47,4,4071
2020-11-23,,Samtgemeinde Dransfeld,27,1,4071
2020-11-23,,Stadt Duderstadt,184,17,4071
2020-11-23,,Gemeinde Friedland,72,3,4071
2020-11-23,,Samtgemeinde Gieboldehausen,87,6,4071
2020-11-23,,Gemeinde Gleichen,48,3,4071
2020-11-23,,Stadt Göttingen,862,62,4071
2020-11-23,,Stadt Hann. Münden,174,88,4071
2020-11-23,,Samtgemeinde Hattorf am Harz,92,9,4071
2020-11-23,,Stadt Herzberg am Harz,292,24,4071
2020-11-23,,Stadt Osterode am Harz,160,11,4071
2020-11-23,,Samtgemeinde Radolfshausen,20,9,4071
2020-11-23,,Gemeinde Rosdorf,73,8,4071
2020-11-23,,Gemeinde Staufenberg,29,12,4071
2020-11-23,,Gemeinde Walkenried,6,1,4071
2020-11-24,,Flecken Adelebsen,18,2,4075
2020-11-24,,Gemeinde Bad Grund (Harz),75,5,4075
2020-11-24,,Stadt Bad Lauterberg im Harz,117,5,4075
2020-11-24,,Stadt Bad Sachsa,99,8,4075
2020-11-24,,Flecken Bovenden,47,4,4075
2020-11-24,,Samtgemeinde Dransfeld,28,2,4075
2020-11-24,,Stadt Duderstadt,184,17,4075
2020-11-24,,Gemeinde Friedland,72,3,4075
2020-11-24,,Samtgemeinde Gieboldehausen,87,6,4075
2020-11-24,,Gemeinde Gleichen,48,3,4075
2020-11-24,,Stadt Göttingen,865,60,4075
2020-11-24,,Stadt Hann. Münden,176,84,4075
2020-11-24,,Samtgemeinde Hattorf am Harz,92,7,4075
2020-11-24,,Stadt Herzberg am Harz,292,20,4075
2020-11-24,,Stadt Osterode am Harz,160,10,4075
2020-11-24,,Samtgemeinde Radolfshausen,20,9,4075
2020-11-24,,Gemeinde Rosdorf,73,8,4075
2020-11-24,,Gemeinde Staufenberg,29,8,4075
2020-11-24,,Gemeinde Walkenried,6,1,4075
2020-11-25,,Flecken Adelebsen,18,1,4083
2020-11-25,,Gemeinde Bad Grund (Harz),75,5,4083
2020-11-25,,Stadt Bad Lauterberg im Harz,117,5,4083
2020-11-25,,Stadt Bad Sachsa,99,6,4083
2020-11-25,,Flecken Bovenden,48,4,4083
2020-11-25,,Samtgemeinde Dransfeld,28,2,4083
2020-11-25,,Stadt Duderstadt,193,25,4083
2020-11-25,,Gemeinde Friedland,72,3,4083
2020-11-25,,Samtgemeinde Gieboldehausen,87,6,4083
2020-11-25,,Gemeinde Gleichen,51,6,4083
2020-11-25,,Stadt Göttingen,871,60,4083
2020-11-25,,Stadt Hann. Münden,179,83,4083
2020-11-25,,Samtgemeinde Hattorf am Harz,92,7,4083
2020-11-25,,Stadt Herzberg am Harz,293,18,4083
2020-11-25,,Stadt Osterode am Harz,163,13,4083
2020-11-25,,Samtgemeinde Radolfshausen,20,8,4083
2020-11-25,,Gemeinde Rosdorf,73,6,4083
2020-11-25,,Gemeinde Staufenberg,29,8,4083
2020-11-25,,Gemeinde Walkenried,7,2,4083
2020-11-28,,Flecken Adelebsen,18,1,4103
2020-11-28,,Gemeinde Bad Grund (Harz),76,2,4103
2020-11-28,,Stadt Bad Lauterberg im Harz,124,9,4103
2020-11-28,,Stadt Bad Sachsa,104,10,4103
2020-11-28,,Flecken Bovenden,50,5,4103
2020-11-28,,Samtgemeinde Dransfeld,29,3,4103
2020-11-28,,Stadt Duderstadt,199,23,4103
2020-11-28,,Gemeinde Friedland,73,3,4103
2020-11-28,,Samtgemeinde Gieboldehausen,90,8,4103
2020-11-28,,Gemeinde Gleichen,51,5,4103
2020-11-28,,Stadt Göttingen,891,53,4103
2020-11-28,,Stadt Hann. Münden,191,69,4103
2020-11-28,,Samtgemeinde Hattorf am Harz,92,3,4103
2020-11-28,,Stadt Herzberg am Harz,294,11,4103
2020-11-28,,Stadt Osterode am Harz,164,11,4103
2020-11-28,,Samtgemeinde Radolfshausen,20,3,4103
2020-11-28,,Gemeinde Rosdorf,74,6,4103
2020-11-28,,Gemeinde Staufenberg,31,4,4103
2020-11-28,,Gemeinde Walkenried,7,2,4103
2020-11-29,,Flecken Adelebsen,18,1,4104
2020-11-29,,Gemeinde Bad Grund (Harz),76,2,4104
2020-11-29,,Stadt Bad Lauterberg im Harz,125,10,4104
2020-11-29,,Stadt Bad Sachsa,105,11,4104
2020-11-29,,Flecken Bovenden,50,5,4104
2020-11-29,,Samtgemeinde Dransfeld,30,4,4104
2020-11-29,,Stadt Duderstadt,201,25,4104
2020-11-29,,Gemeinde Friedland,73,3,4104
2020-11-29,,Samtgemeinde Gieboldehausen,90,8,4104
2020-11-29,,Gemeinde Gleichen,52,6,4104
2020-11-29,,Stadt Göttingen,895,57,4104
2020-11-29,,Stadt Hann. Münden,194,70,4104
2020-11-29,,Samtgemeinde Hattorf am Harz,92,3,4104
2020-11-29,,Stadt Herzberg am Harz,295,12,4104
2020-11-29,,Stadt Osterode am Harz,166,13,4104
2020-11-29,,Samtgemeinde Radolfshausen,20,3,4104
2020-11-29,,Gemeinde Rosdorf,77,9,4104
2020-11-29,,Gemeinde Staufenberg,32,5,4104
2020-11-29,,Gemeinde Walkenried,7,2,4104
2020-12-02,,Flecken Adelebsen,19,2,4120
2020-12-02,,Gemeinde Bad Grund (Harz),76,2,4120
2020-12-02,,Stadt Bad Lauterberg im Harz,125,9,4120
2020-12-02,,Stadt Bad Sachsa,106,10,4120
2020-12-02,,Flecken Bovenden,50,2,4120
2020-12-02,,Samtgemeinde Dransfeld,31,4,4120
2020-12-02,,Stadt Duderstadt,203,18,4120
2020-12-02,,Gemeinde Friedland,73,2,4120
2020-12-02,,Samtgemeinde Gieboldehausen,90,8,4120
2020-12-02,,Gemeinde Gleichen,52,4,4120
2020-12-02,,Stadt Göttingen,911,58,4120
2020-12-02,,Stadt Hann. Münden,209,56,4120
2020-12-02,,Samtgemeinde Hattorf am Harz,92,3,4120
2020-12-02,,Stadt Herzberg am Harz,296,7,4120
2020-12-02,,Stadt Osterode am Harz,170,12,4120
2020-12-02,,Samtgemeinde Radolfshausen,20,1,4120
2020-12-02,,Gemeinde Rosdorf,81,11,4120
2020-12-02,,Gemeinde Staufenberg,32,4,4120
2020-12-02,,Gemeinde Walkenried,9,4,4120
2020-12-03,,Flecken Adelebsen,19,2,4123
2020-12-03,,Gemeinde Bad Grund (Harz),78,4,4123
2020-12-03,,Stadt Bad Lauterberg im Harz,126,9,4123
2020-12-03,,Stadt Bad Sachsa,106,8,4123
2020-12-03,,Flecken Bovenden,53,5,4123
2020-12-03,,Samtgemeinde Dransfeld,31,4,4123
2020-12-03,,Stadt Duderstadt,208,22,4123
2020-12-03,,Gemeinde Friedland,73,2,4123
2020-12-03,,Samtgemeinde Gieboldehausen,90,6,4123
2020-12-03,,Gemeinde Gleichen,52,3,4123
2020-12-03,,Stadt Göttingen,914,55,4123
2020-12-03,,Stadt Hann. Münden,219,63,4123
2020-12-03,,Samtgemeinde Hattorf am Harz,92,3,4123
2020-12-03,,Stadt Herzberg am Harz,296,7,4123
2020-12-03,,Stadt Osterode am Harz,170,11,4123
2020-12-03,,Samtgemeinde Radolfshausen,20,1,4123
2020-12-03,,Gemeinde Rosdorf,83,12,4123
2020-12-03,,Gemeinde Staufenberg,34,6,4123
2020-12-03,,Gemeinde Walkenried,10,5,4123
2020-12-05,,Flecken Adelebsen,25,8,4136
2020-12-05,,Gemeinde Bad Grund (Harz),79,5,4136
2020-12-05,,Stadt Bad Lauterberg im Harz,127,8,4136
2020-12-05,,Stadt Bad Sachsa,106,7,4136
2020-12-05,,Flecken Bovenden,54,6,4136
2020-12-05,,Samtgemeinde Dransfeld,32,5,4136
2020-12-05,,Stadt Duderstadt,211,17,4136
2020-12-05,,Gemeinde Friedland,74,2,4136
2020-12-05,,Samtgemeinde Gieboldehausen,90,3,4136
2020-12-05,,Gemeinde Gleichen,53,3,4136
2020-12-05,,Stadt Göttingen,931,57,4136
2020-12-05,,Stadt Hann. Münden,226,50,4136
2020-12-05,,Samtgemeinde Hattorf am Harz,92,3,4136
2020-12-05,,Stadt Herzberg am Harz,296,4,4136
2020-12-05,,Stadt Osterode am Harz,171,10,4136
2020-12-05,,Samtgemeinde Radolfshausen,20,1,4136
2020-12-05,,Gemeinde Rosdorf,85,13,4136
2020-12-05,,Gemeinde Staufenberg,37,9,4136
2020-12-05,,Gemeinde Walkenried,14,8,4136
2020-12-06,,Flecken Adelebsen,29,12,4137
2020-12-06,,Gemeinde Bad Grund (Harz),79,5,4137
2020-12-06,,Stadt Bad Lauterberg im Harz,127,8,4137
2020-12-06,,Stadt Bad Sachsa,106,7,4137
2020-12-06,,Flecken Bovenden,54,6,4137
2020-12-06,,Samtgemeinde Dransfeld,33,6,4137
2020-12-06,,Stadt Duderstadt,211,17,4137
2020-12-06,,Gemeinde Friedland,75,3,4137
2020-12-06,,Samtgemeinde Gieboldehausen,90,3,4137
2020-12-06,,Gemeinde Gleichen,55,5,4137
2020-12-06,,Stadt Göttingen,940,66,4137
2020-12-06,,Stadt Hann. Münden,228,52,4137
2020-12-06,,Samtgemeinde Hattorf am Harz,92,3,4137
2020-12-06,,Stadt Herzberg am Harz,296,4,4137
2020-12-06,,Stadt Osterode am Harz,172,11,4137
2020-12-06,,Samtgemeinde Radolfshausen,20,1,4137
2020-12-06,,Gemeinde Rosdorf,86,14,4137
2020-12-06,,Gemeinde Staufenberg,38,10,4137
2020-12-06,,Gemeinde Walkenried,17,11,4137
2020-12-07,,Flecken Adelebsen,29,12,4138
2020-12-07,,Gemeinde Bad Grund (Harz),79,5,4138
2020-12-07,,Stadt Bad Lauterberg im Harz,129,9,4138
2020-12-07,,Stadt Bad Sachsa,106,6,4138
2020-12-07,,Flecken Bovenden,54,6,4138
2020-12-07,,Samtgemeinde Dransfeld,33,6,4138
2020-12-07,,Stadt Duderstadt,212,17,4138
2020-12-07,,Gemeinde Friedland,75,3,4138
2020-12-07,,Samtgemeinde Gieboldehausen,90,3,4138
2020-12-07,,Gemeinde Gleichen,55,5,4138
